t,x1,x2,x3
10.945607,0.056692,0.133906,0.000768
11.046025,0.057485,0.130186,0.000806
11.146444,0.058393,0.125931,0.000849
11.246862,0.059415,0.121135,0.000898
11.347280,0.060552,0.115805,0.000952
11.447699,0.061797,0.109963,0.001012
11.548117,0.063143,0.103651,0.001076
11.648536,0.064576,0.096932,0.001144
11.748954,0.066077,0.089893,0.001216
11.849372,0.067622,0.082647,0.001290
11.949791,0.069183,0.075325,0.001364
12.050209,0.070730,0.068070,0.001438
12.150628,0.072231,0.061029,0.001510
12.251046,0.073657,0.054342,0.001578
12.351464,0.074982,0.048128,0.001641
12.451883,0.076186,0.042480,0.001699
12.552301,0.077257,0.037456,0.001750
12.652720,0.078189,0.033083,0.001794
12.753138,0.078985,0.029352,0.001833
12.853556,0.079650,0.026232,0.001865
12.953975,0.080195,0.023671,0.001891
13.054393,0.080635,0.021605,0.001913
13.154812,0.080984,0.019966,0.001931
13.255230,0.081255,0.018685,0.001946
13.355649,0.081462,0.017699,0.001960
13.456067,0.081616,0.016950,0.001973
13.556485,0.081728,0.016388,0.001987
13.656904,0.081805,0.015971,0.002005
13.757322,0.081851,0.015665,0.002029
13.857741,0.081870,0.015441,0.002062
13.958159,0.081861,0.015276,0.002112
14.058577,0.081821,0.015154,0.002184
14.158996,0.081744,0.015058,0.002291
14.259414,0.081620,0.014978,0.002445
14.359833,0.081432,0.014902,0.002667
14.460251,0.081159,0.014821,0.002983
14.560669,0.080771,0.014725,0.003426
14.661088,0.080233,0.014605,0.004039
14.761506,0.079498,0.014449,0.004873
14.861925,0.078514,0.014244,0.005990
14.962343,0.077220,0.013979,0.007457
15.062762,0.075558,0.013640,0.009341
15.163180,0.073472,0.013215,0.011706
15.263598,0.070924,0.012697,0.014594
15.364017,0.067901,0.012083,0.018020
15.464435,0.064425,0.011378,0.021960
15.564854,0.060560,0.010593,0.026340
15.665272,0.056406,0.009750,0.031048
15.765690,0.052093,0.008875,0.035936
15.866109,0.047760,0.007996,0.040847
15.966527,0.043540,0.007139,0.045629
16.066946,0.039545,0.006329,0.050157
16.167364,0.035855,0.005580,0.054339
16.267782,0.032518,0.004903,0.058120
16.368201,0.029555,0.004302,0.061479
16.468619,0.026959,0.003775,0.064421
16.569038,0.024710,0.003319,0.066969
16.669456,0.022780,0.002927,0.069157
16.769874,0.021133,0.002593,0.071024
16.870293,0.019735,0.002309,0.072608
16.970711,0.018553,0.002069,0.073947
17.071130,0.017557,0.001867,0.075077
17.171548,0.016720,0.001697,0.076025
17.271967,0.016019,0.001555,0.076820
17.372385,0.015434,0.001436,0.077482
17.472803,0.014950,0.001338,0.078031
17.573222,0.014554,0.001257,0.078480
17.673640,0.014233,0.001192,0.078844
17.774059,0.013979,0.001141,0.079131
17.874477,0.013787,0.001102,0.079350
17.974895,0.013649,0.001074,0.079505
18.075314,0.013564,0.001057,0.079602
18.175732,0.013528,0.001049,0.079643
18.276151,0.013540,0.001052,0.079629
18.376569,0.013602,0.001064,0.079559
18.476987,0.013714,0.001087,0.079432
18.577406,0.013879,0.001121,0.079245
18.677824,0.014102,0.001166,0.078992
18.778243,0.014390,0.001224,0.078666
18.878661,0.014749,0.001297,0.078259
18.979079,0.015189,0.001386,0.077760
19.079498,0.015723,0.001495,0.077155
19.179916,0.016365,0.001625,0.076427
19.280335,0.017134,0.001781,0.075556
19.380753,0.018050,0.001967,0.074518
19.481172,0.019139,0.002188,0.073284
19.581590,0.020428,0.002450,0.071822
19.682008,0.021951,0.002759,0.070097
19.782427,0.023740,0.003122,0.068069
19.882845,0.025830,0.003546,0.065700
19.983264,0.028255,0.004038,0.062952
20.083682,0.031039,0.004603,0.059797
20.184100,0.034196,0.005243,0.056219
20.284519,0.037719,0.005958,0.052226
20.384937,0.041575,0.006741,0.047856
20.485356,0.045698,0.007577,0.043183
20.585774,0.049992,0.008449,0.038316
20.686192,0.054333,0.009330,0.033397
20.786611,0.058581,0.010192,0.028583
20.887029,0.062600,0.011007,0.024028
20.987448,0.066274,0.011753,0.019864
21.087866,0.069522,0.012412,0.016183
21.188285,0.072300,0.012976,0.013034
21.288703,0.074606,0.013443,0.010421
21.389121,0.076467,0.013821,0.008312
21.489540,0.077932,0.014118,0.006651
21.589958,0.079059,0.014347,0.005374
21.690377,0.079909,0.014520,0.004411
21.790795,0.080537,0.014647,0.003698
21.891213,0.080995,0.014740,0.003179
21.991632,0.081324,0.014807,0.002807
22.092050,0.081556,0.014854,0.002544
22.192469,0.081719,0.014887,0.002360
22.292887,0.081830,0.014910,0.002233
22.393305,0.081907,0.014925,0.002147
22.493724,0.081958,0.014935,0.002089
22.594142,0.081992,0.014942,0.002050
22.694561,0.082015,0.014947,0.002024
22.794979,0.082029,0.014950,0.002008
22.895397,0.082039,0.014952,0.001997
22.995816,0.082045,0.014953,0.001990
23.096234,0.082049,0.014954,0.001986
23.196653,0.082051,0.014954,0.001983
23.297071,0.082053,0.014955,0.001981
23.397490,0.082054,0.014955,0.001980
23.497908,0.082054,0.014955,0.001980
23.598326,0.082054,0.014955,0.001979
23.698745,0.082055,0.014955,0.001979
23.799163,0.082055,0.014955,0.001979
23.899582,0.082055,0.014955,0.001979
24.000000,0.082055,0.014955,0.001979
